path,class,split,source
ml\data\processed\train\no_damage\synthetic_no_damage_00332.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00333.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00334.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00335.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00336.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00337.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00338.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00339.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00340.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00341.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00342.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00343.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00344.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00345.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00346.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00347.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00348.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00349.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00350.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00351.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00352.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00353.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00354.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00355.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00356.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00357.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00358.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00359.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00360.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00361.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00362.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00363.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00364.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00365.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00366.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00367.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00368.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00369.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00370.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00371.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00372.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00373.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00374.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00375.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00376.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00377.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00378.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00379.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00380.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00381.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00382.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00383.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00384.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00385.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00386.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00387.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00388.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00389.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00390.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00391.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00392.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00393.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00394.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00395.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00396.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00397.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00398.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00399.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00400.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00401.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00402.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00403.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00404.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00405.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00406.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00407.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00408.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00409.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00410.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00411.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00412.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00413.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00414.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00415.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00416.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00417.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00418.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00419.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00420.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00421.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00422.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00423.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00424.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00425.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00426.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00427.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00428.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00429.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00430.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00431.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00432.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00433.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00434.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00435.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00436.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00437.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00438.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00439.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00440.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00441.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00442.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00443.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00444.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00445.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00446.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00447.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00448.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00449.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00450.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00451.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00452.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00453.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00454.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00455.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00456.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00457.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00458.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00459.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00460.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00461.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00462.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00463.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00464.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00465.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00466.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00467.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00468.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00469.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00470.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00471.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00472.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00473.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00474.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00475.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00476.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00477.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00478.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00479.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00480.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00481.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00482.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00483.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00484.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00485.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00486.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00487.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00488.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00489.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00490.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00491.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00492.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00493.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00494.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00495.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00496.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00497.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00498.png,no_damage,train,synthetic
ml\data\processed\train\no_damage\synthetic_no_damage_00499.png,no_damage,train,synthetic
